new_geneID	originalID	chromosome	start	end	strand
contig_1028	MRS001028	MRS.Chr	1069914	1070861	-
contig_1029	MRS001029	MRS.Chr	1070800	1071549	-
contig_1030	MRS001030	MRS.Chr	1071548	1071943	+
contig_1031	MRS001031	MRS.Chr	1072076	1073059	-
contig_1032	MRS001032	MRS.Chr	1073052	1074128	-
contig_1033	MRS001033	MRS.Chr	1074163	1075026	-
contig_1034	MRS001034	MRS.Chr	1075028	1075837	-
contig_1035	MRS001035	MRS.Chr	1075841	1076536	-
contig_1036	MRS001036	MRS.Chr	1076529	1077485	-
contig_1037	MRS001037	MRS.Chr	1077482	1078657	-
contig_1038	MRS001038	MRS.Chr	1078659	1079264	-
contig_1039	MRS001039	MRS.Chr	1079325	1080056	-
contig_1040	MRS001040	MRS.Chr	1080071	1080892	-
contig_1041	MRS001041	MRS.Chr	1081334	1082101	+
contig_1042	MRS001042	MRS.Chr	1082417	1082971	+
contig_1043	MRS001043	MRS.Chr	1082971	1083894	+
contig_1044	MRS001044	MRS.Chr	1084387	1085424	-
contig_1045	MRS001045	MRS.Chr	1085661	1085870	-
contig_1046	MRS001046	MRS.Chr	1086252	1086422	-
contig_1047	MRS001047	MRS.Chr	1086483	1088663	-
contig_1048	MRS001048	MRS.Chr	1088664	1088885	-
contig_1049	MRS001049	MRS.Chr	1089064	1090914	-
contig_1050	MRS001050	MRS.Chr	1090946	1091317	-
contig_1051	MRS001051	MRS.Chr	1091610	1091909	-
contig_1052	MRS001052	MRS.Chr	1091943	1092452	-
contig_1053	MRS001053	MRS.Chr	1092514	1093101	-
contig_1054	MRS001054	MRS.Chr	1093105	1093512	-
contig_1055	MRS001055	MRS.Chr	1093522	1094751	-
contig_1056	MRS001056	MRS.Chr	1094755	1094973	-
contig_1057	MRS001057	MRS.Chr	1094974	1096926	-
contig_1058	MRS001058	MRS.Chr	1096956	1097600	-
contig_1059	MRS001059	MRS.Chr	1097601	1097939	-
contig_1060	MRS001060	MRS.Chr	1098262	1098576	+
contig_1061	MRS001061	MRS.Chr	1098577	1099062	+
contig_1062	MRS001062	MRS.Chr	1099073	1099348	+
contig_1063	MRS001063	MRS.Chr	1099474	1099998	-
contig_1064	MRS001064	MRS.Chr	1100016	1102229	-
contig_1065	MRS001065	MRS.Chr	1102248	1105349	-
contig_1066	MRS001066	MRS.Chr	1105346	1107232	-
contig_1067	MRS001067	MRS.Chr	1107229	1107828	-
contig_1068	MRS001068	MRS.Chr	1107825	1110059	-
contig_1069	MRS001069	MRS.Chr	1110049	1110303	-
contig_1070	MRS001070	MRS.Chr	1110727	1110981	+
contig_1071	MRS001071	MRS.Chr	1110984	1111415	+
contig_1072	MRS001072	MRS.Chr	1111415	1111600	+
contig_1073	MRS001073	MRS.Chr	1111609	1111809	+
contig_1074	MRS001074	MRS.Chr	1112147	1112428	+
contig_1075	MRS001075	MRS.Chr	1112638	1112880	+
contig_1076	MRS001076	MRS.Chr	1113294	1113476	-
contig_1077	MRS001077	MRS.Chr	1113517	1113738	-
contig_1078	MRS001078	MRS.Chr	1113883	1116021	-
contig_1079	MRS001079	MRS.Chr	1116008	1118536	-
contig_1080	MRS001080	MRS.Chr	1118677	1120860	+
contig_1081	MRS001081	MRS.Chr	1120853	1121722	+
contig_1082	MRS001082	MRS.Chr	1121745	1122605	-
contig_1083	MRS001083	MRS.Chr	1122614	1123135	-
contig_1084	MRS001084	MRS.Chr	1123431	1126985	-
contig_1085	MRS001085	MRS.Chr	1127047	1130631	-
contig_1086	MRS001086	MRS.Chr	1130649	1131227	-
contig_1087	MRS001087	MRS.Chr	1131230	1131829	-
contig_1088	MRS001088	MRS.Chr	1132099	1132419	-
contig_1089	MRS001089	MRS.Chr	1132719	1134002	-
contig_1090	MRS001090	MRS.Chr	1134329	1135174	-
contig_1091	MRS001091	MRS.Chr	1135224	1136507	-
contig_1092	MRS001092	MRS.Chr	1136540	1137553	-
contig_1093	MRS001093	MRS.Chr	1137956	1138654	+
contig_1094	MRS001094	MRS.Chr	1138709	1139239	+
contig_1095	MRS001095	MRS.Chr	1140087	1140266	-
contig_1096	MRS001096	MRS.Chr	1140407	1140577	-
contig_1097	MRS001097	MRS.Chr	1140676	1142088	-
contig_1098	MRS001098	MRS.Chr	1142081	1142428	-
contig_1099	MRS001099	MRS.Chr	1142421	1143101	-
contig_1100	MRS001100	MRS.Chr	1143113	1143889	-
contig_1101	MRS001101	MRS.Chr	1143903	1144211	-
contig_1102	MRS001102	MRS.Chr	1144521	1145540	-
contig_1103	MRS001103	MRS.Chr	1145550	1145981	-
contig_1104	MRS001104	MRS.Chr	1146005	1146331	-
contig_1105	MRS001105	MRS.Chr	1146352	1146588	-
contig_1106	MRS001106	MRS.Chr	1146585	1146866	-
contig_1107	MRS001107	MRS.Chr	1147146	1147250	-
contig_1108	MRS001108	MRS.Chr	1147569	1147679	-
contig_1109	MRS001109	MRS.Chr	1147712	1147960	-
contig_1110	MRS001110	MRS.Chr	1148242	1148628	-
contig_1111	MRS001111	MRS.Chr	1148991	1149974	-
contig_1112	MRS001112	MRS.Chr	1150133	1151863	-
contig_1113	MRS001113	MRS.Chr	1152055	1152438	-
contig_1114	MRS001114	MRS.Chr	1152460	1153194	-
contig_1115	MRS001115	MRS.Chr	1153197	1154216	-
contig_1116	MRS001116	MRS.Chr	1154584	1155342	+
contig_1117	MRS001117	MRS.Chr	1155493	1156899	-
contig_1118	MRS001118	MRS.Chr	1157078	1157506	-
contig_1119	MRS001119	MRS.Chr	1157525	1158937	-
contig_1120	MRS001120	MRS.Chr	1159501	1160178	-
contig_1121	MRS001121	MRS.Chr	1160185	1162491	-
contig_1122	MRS001122	MRS.Chr	1162513	1164024	-
contig_1123	MRS001123	MRS.Chr	1164041	1164529	-
contig_1124	MRS001124	MRS.Chr	1164543	1165283	-
contig_1125	MRS001125	MRS.Chr	1165583	1166890	-
contig_1126	MRS001126	MRS.Chr	1166883	1167572	-
contig_1127	MRS001127	MRS.Chr	1167695	1168540	-
contig_1128	MRS001128	MRS.Chr	1168593	1169876	-
contig_1129	MRS001129	MRS.Chr	1169909	1170883	-
contig_1130	MRS001130	MRS.Chr	1171197	1171964	-
contig_1131	MRS001131	MRS.Chr	1172020	1172640	-
contig_1132	MRS001132	MRS.Chr	1172769	1174400	-
contig_1133	MRS001133	MRS.Chr	1174664	1175998	+
contig_1134	MRS001134	MRS.Chr	1176148	1176945	-
contig_1135	MRS001135	MRS.Chr	1176980	1178386	-
contig_1136	MRS001136	MRS.Chr	1178390	1179697	-
contig_1137	MRS001137	MRS.Chr	1179690	1180670	-
contig_1138	MRS001138	MRS.Chr	1180673	1181809	-
contig_1139	MRS001139	MRS.Chr	1181826	1182776	-
contig_1140	MRS001140	MRS.Chr	1183094	1184152	-
contig_1141	MRS001141	MRS.Chr	1184154	1184630	-
contig_1142	MRS001142	MRS.Chr	1184634	1185188	-
contig_1143	MRS001143	MRS.Chr	1185188	1185499	-
contig_1144	MRS001144	MRS.Chr	1185500	1186711	-
contig_1145	MRS001145	MRS.Chr	1186873	1188717	-
contig_1146	MRS001146	MRS.Chr	1188793	1189578	-
contig_1147	MRS001147	MRS.Chr	1189584	1189877	-
contig_1148	MRS001148	MRS.Chr	1189877	1190464	-
contig_1149	MRS001149	MRS.Chr	1190510	1190992	-
contig_1150	MRS001150	MRS.Chr	1191250	1191462	+
contig_1151	MRS001151	MRS.Chr	1191466	1193145	+
contig_1152	MRS001152	MRS.Chr	1193209	1194150	-
contig_1153	MRS001153	MRS.Chr	1194225	1194758	-
contig_1154	MRS001154	MRS.Chr	1194768	1195625	-
contig_1155	MRS001155	MRS.Chr	1195784	1195879	-
contig_1156	MRS001156	MRS.Chr	1196043	1196213	-
contig_1157	MRS001157	MRS.Chr	1196230	1197957	-
contig_1158	MRS001158	MRS.Chr	1197959	1199221	-
contig_1159	MRS001159	MRS.Chr	1199468	1200085	+
contig_1160	MRS001160	MRS.Chr	1200158	1201084	-
contig_1161	MRS001161	MRS.Chr	1201162	1203621	-
contig_1162	MRS001162	MRS.Chr	1203627	1205654	-
contig_1163	MRS001163	MRS.Chr	1205850	1206473	+
contig_1164	MRS001164	MRS.Chr	1206569	1207450	-
contig_1165	MRS001165	MRS.Chr	1207524	1208450	-
contig_1166	MRS001166	MRS.Chr	1208479	1210620	-
contig_1167	MRS001167	MRS.Chr	1210746	1211612	-
contig_1168	MRS001168	MRS.Chr	1211660	1212424	-
contig_1169	MRS001169	MRS.Chr	1212417	1213289	-
contig_1170	MRS001170	MRS.Chr	1213311	1213532	-
contig_1171	MRS001171	MRS.Chr	1213529	1214146	-
contig_1172	MRS001172	MRS.Chr	1214148	1215008	-
contig_1173	MRS001173	MRS.Chr	1215142	1216056	-
contig_1174	MRS001174	MRS.Chr	1216170	1217036	-
contig_1175	MRS001175	MRS.Chr	1217221	1217637	-
contig_1176	MRS001176	MRS.Chr	1217687	1218325	-
contig_1177	MRS001177	MRS.Chr	1218458	1220152	-
contig_1178	MRS001178	MRS.Chr	1220177	1221112	-
contig_1179	MRS001179	MRS.Chr	1221183	1222094	-
contig_1180	MRS001180	MRS.Chr	1222214	1222567	-
contig_1181	MRS001181	MRS.Chr	1222607	1224832	-
contig_1182	MRS001182	MRS.Chr	1224844	1225149	-
contig_1183	MRS001183	MRS.Chr	1225139	1225438	-
contig_1184	MRS001184	MRS.Chr	1225449	1226609	-
contig_1185	MRS001185	MRS.Chr	1226599	1227285	-
contig_1186	MRS001186	MRS.Chr	1227448	1228833	-
contig_1187	MRS001187	MRS.Chr	1228860	1229777	-
contig_1188	MRS001188	MRS.Chr	1229778	1230596	-
contig_1189	MRS001189	MRS.Chr	1230618	1231232	-
contig_1190	MRS001190	MRS.Chr	1231681	1232232	+
contig_1191	MRS001191	MRS.Chr	1232326	1232844	-
contig_1192	MRS001192	MRS.Chr	1232847	1233446	-
contig_1193	MRS001193	MRS.Chr	1233465	1234298	-
contig_1194	MRS001194	MRS.Chr	1234361	1234990	-
contig_1195	MRS001195	MRS.Chr	1235189	1235347	+
contig_1196	MRS001196	MRS.Chr	1236189	1236518	-
contig_1197	MRS001197	MRS.Chr	1237138	1237380	-
contig_1198	MRS001198	MRS.Chr	1239970	1240119	-
contig_1199	MRS001199	MRS.Chr	1240116	1240349	-
contig_1200	MRS001200	MRS.Chr	1241256	1241570	-
contig_1201	MRS001201	MRS.Chr	1241644	1244031	-
contig_1202	MRS001202	MRS.Chr	1244074	1244613	-
contig_1203	MRS001203	MRS.Chr	1244613	1244858	-
contig_1204	MRS001204	MRS.Chr	1244979	1245605	-
contig_1205	MRS001205	MRS.Chr	1245618	1246787	-
contig_1206	MRS001206	MRS.Chr	1246997	1248286	-
contig_1207	MRS001207	MRS.Chr	1248530	1249717	-
contig_1208	MRS001208	MRS.Chr	1249919	1250842	-
contig_1209	MRS001209	MRS.Chr	1250965	1252860	-
contig_1210	MRS001210	MRS.Chr	1253107	1253361	-
contig_1211	MRS001211	MRS.Chr	1253417	1253707	-
contig_1212	MRS001212	MRS.Chr	1253825	1254868	-
contig_1213	MRS001213	MRS.Chr	1254913	1256997	-
contig_1214	MRS001214	MRS.Chr	1257159	1257719	-
contig_1215	MRS001215	MRS.Chr	1257935	1258207	-
contig_1216	MRS001216	MRS.Chr	1258317	1258601	-
contig_1217	MRS001217	MRS.Chr	1258613	1259047	-
contig_1218	MRS001218	MRS.Chr	1259082	1259333	-
contig_1219	MRS001219	MRS.Chr	1259382	1262030	-
contig_1220	MRS001220	MRS.Chr	1262363	1263721	-
contig_1221	MRS001221	MRS.Chr	1263721	1264671	-
contig_1222	MRS001222	MRS.Chr	1264778	1265896	-
contig_1223	MRS001223	MRS.Chr	1266137	1266526	-
contig_1224	MRS001224	MRS.Chr	1266562	1267707	-
contig_1225	MRS001225	MRS.Chr	1268420	1268749	-
contig_1226	MRS001226	MRS.Chr	1269369	1269611	-
contig_1227	MRS001227	MRS.Chr	1272201	1272350	-
contig_1228	MRS001228	MRS.Chr	1272347	1272580	-
contig_1229	MRS001229	MRS.Chr	1273332	1274378	-
contig_1230	MRS001230	MRS.Chr	1274391	1275401	-
contig_1231	MRS001231	MRS.Chr	1275419	1276009	-
contig_1232	MRS001232	MRS.Chr	1276415	1277644	+
contig_1233	MRS001233	MRS.Chr	1277725	1278339	-
contig_1234	MRS001234	MRS.Chr	1278421	1279137	-
contig_1235	MRS001235	MRS.Chr	1279220	1280530	-
contig_1236	MRS001236	MRS.Chr	1280623	1282416	-
contig_1237	MRS001237	MRS.Chr	1282544	1282675	+
contig_1238	MRS001238	MRS.Chr	1282807	1284057	-
contig_1239	MRS001239	MRS.Chr	1284050	1284952	-
contig_1240	MRS001240	MRS.Chr	1285175	1287949	-
contig_1241	MRS001241	MRS.Chr	1287985	1288500	-
contig_1242	MRS001242	MRS.Chr	1288621	1289769	-
contig_1243	MRS001243	MRS.Chr	1289903	1290928	-
contig_1244	MRS001244	MRS.Chr	1291019	1291969	-
contig_1245	MRS001245	MRS.Chr	1292185	1294269	-
contig_1246	MRS001246	MRS.Chr	1294271	1295197	-
contig_1247	MRS001247	MRS.Chr	1295496	1296287	-
contig_1248	MRS001248	MRS.Chr	1296348	1297256	-
contig_1249	MRS001249	MRS.Chr	1297283	1297708	-
contig_1250	MRS001250	MRS.Chr	1297692	1298174	-
contig_1251	MRS001251	MRS.Chr	1298177	1299160	-
contig_1252	MRS001252	MRS.Chr	1299249	1299689	-
contig_1253	MRS001253	MRS.Chr	1299763	1299948	-
contig_1254	MRS001254	MRS.Chr	1300070	1300951	-
contig_1255	MRS001255	MRS.Chr	1301211	1303016	-
contig_1256	MRS001256	MRS.Chr	1303023	1304330	-
contig_1257	MRS001257	MRS.Chr	1304621	1305505	-
contig_1258	MRS001258	MRS.Chr	1305818	1306258	-
contig_1259	MRS001259	MRS.Chr	1306387	1307553	-
contig_1260	MRS001260	MRS.Chr	1307550	1308764	-
contig_1261	MRS001261	MRS.Chr	1309521	1309946	-
contig_1262	MRS001262	MRS.Chr	1310141	1311475	+
contig_1263	MRS001263	MRS.Chr	1311912	1312070	-
contig_1264	MRS001264	MRS.Chr	1312345	1312686	+
contig_1265	MRS001265	MRS.Chr	1313285	1313392	+
contig_1266	MRS001266	MRS.Chr	1313856	1314113	-
contig_1267	MRS001267	MRS.Chr	1314295	1315002	+
contig_1268	MRS001268	MRS.Chr	1315070	1316410	-
contig_1269	MRS001269	MRS.Chr	1316446	1317918	-
contig_1270	MRS001270	MRS.Chr	1318329	1319342	-
contig_1271	MRS001271	MRS.Chr	1319600	1320700	+
contig_1272	MRS001272	MRS.Chr	1320794	1321384	-
contig_1273	MRS001273	MRS.Chr	1321415	1321813	-
contig_1274	MRS001274	MRS.Chr	1321953	1323767	-
contig_1275	MRS001275	MRS.Chr	1323832	1324893	-
contig_1276	MRS001276	MRS.Chr	1324983	1325753	-
contig_1277	MRS001277	MRS.Chr	1325907	1326305	-
contig_1278	MRS001278	MRS.Chr	1326472	1327584	-
contig_1279	MRS001279	MRS.Chr	1327577	1328353	-
contig_1280	MRS001280	MRS.Chr	1328428	1328916	-
contig_1281	MRS001281	MRS.Chr	1329290	1329859	-
contig_1282	MRS001282	MRS.Chr	1329889	1330617	-
contig_1283	MRS001283	MRS.Chr	1330604	1330810	-
contig_1284	MRS001284	MRS.Chr	1330812	1331651	-
contig_1285	MRS001285	MRS.Chr	1331641	1331757	-
contig_1286	MRS001286	MRS.Chr	1331831	1332223	+
contig_1287	MRS001287	MRS.Chr	1332414	1333052	+
contig_1288	MRS001288	MRS.Chr	1333125	1334552	-
contig_1289	MRS001289	MRS.Chr	1335037	1336542	-
contig_1290	MRS001290	MRS.Chr	1336654	1336839	-
contig_1291	MRS001291	MRS.Chr	1336864	1337793	-
contig_1292	MRS001292	MRS.Chr	1338082	1339371	-
contig_1293	MRS001293	MRS.Chr	1339452	1339808	-
contig_1294	MRS001294	MRS.Chr	1339930	1340667	-
contig_1295	MRS001295	MRS.Chr	1340670	1341245	-
contig_1296	MRS001296	MRS.Chr	1341303	1341971	+
contig_1297	MRS001297	MRS.Chr	1342159	1343493	+
contig_1298	MRS001298	MRS.Chr	1343678	1343950	-
contig_1299	MRS001299	MRS.Chr	1344042	1345499	-
contig_1300	MRS001300	MRS.Chr	1345504	1345845	-
contig_1301	MRS001301	MRS.Chr	1345845	1347041	-
contig_1302	MRS001302	MRS.Chr	1347058	1350612	-
contig_1303	MRS001303	MRS.Chr	1350622	1351320	-
contig_1304	MRS001304	MRS.Chr	1351461	1351703	-
contig_1305	MRS001305	MRS.Chr	1351770	1352804	-
contig_1306	MRS001306	MRS.Chr	1352900	1354936	-
contig_1307	MRS001307	MRS.Chr	1355048	1356733	-
contig_1308	MRS001308	MRS.Chr	1356758	1357135	-
contig_1309	MRS001309	MRS.Chr	1357248	1357448	-
contig_1310	MRS001310	MRS.Chr	1357571	1358239	-
contig_1311	MRS001311	MRS.Chr	1358239	1358898	-
contig_1312	MRS001312	MRS.Chr	1358925	1359839	-
contig_1313	MRS001313	MRS.Chr	1359861	1361774	-
contig_1314	MRS001314	MRS.Chr	1361775	1362515	-
contig_1315	MRS001315	MRS.Chr	1362545	1363915	-
contig_1316	MRS001316	MRS.Chr	1363908	1364858	-
contig_1317	MRS001317	MRS.Chr	1364924	1367344	-
contig_1318	MRS001318	MRS.Chr	1367498	1368691	-
contig_1319	MRS001319	MRS.Chr	1368800	1369804	-
contig_1320	MRS001320	MRS.Chr	1369872	1370171	-
contig_1321	MRS001321	MRS.Chr	1370155	1370592	-
contig_1322	MRS001322	MRS.Chr	1370749	1371141	-
contig_1323	MRS001323	MRS.Chr	1371143	1371469	-
contig_1324	MRS001324	MRS.Chr	1371466	1372470	-
contig_1325	MRS001325	MRS.Chr	1372442	1373344	-
contig_1326	MRS001326	MRS.Chr	1373479	1374930	-
contig_1327	MRS001327	MRS.Chr	1375192	1375914	-
contig_1328	MRS001328	MRS.Chr	1375993	1378497	-
contig_1329	MRS001329	MRS.Chr	1378478	1379146	-
contig_1330	MRS001330	MRS.Chr	1379168	1379830	-
contig_1331	MRS001331	MRS.Chr	1379925	1382717	-
contig_1332	MRS001332	MRS.Chr	1382996	1383634	-
contig_1333	MRS001333	MRS.Chr	1383649	1384434	-
contig_1334	MRS001334	MRS.Chr	1384443	1384706	-
contig_1335	MRS001335	MRS.Chr	1384718	1385170	-
contig_1336	MRS001336	MRS.Chr	1385182	1386423	-
contig_1337	MRS001337	MRS.Chr	1386453	1387838	-
contig_1338	MRS001338	MRS.Chr	1387922	1388887	-
contig_1339	MRS001339	MRS.Chr	1388926	1390023	-
contig_1340	MRS001340	MRS.Chr	1390049	1391383	-
contig_1341	MRS001341	MRS.Chr	1391440	1392435	-
contig_1342	MRS001342	MRS.Chr	1392465	1394654	-
contig_1343	MRS001343	MRS.Chr	1394656	1395033	-
contig_1344	MRS001344	MRS.Chr	1395055	1395999	-
contig_1345	MRS001345	MRS.Chr	1396036	1396470	-
contig_1346	MRS001346	MRS.Chr	1396881	1397261	-
contig_1347	MRS001347	MRS.Chr	1397281	1398021	-
contig_1348	MRS001348	MRS.Chr	1398021	1398974	-
contig_1349	MRS001349	MRS.Chr	1399117	1400541	-
contig_1350	MRS001350	MRS.Chr	1400795	1402270	-
contig_1351	MRS001351	MRS.Chr	1402817	1403365	+
contig_1352	MRS001352	MRS.Chr	1403531	1405198	-
contig_1353	MRS001353	MRS.Chr	1405427	1406260	-
contig_1354	MRS001354	MRS.Chr	1406257	1406907	-
contig_1355	MRS001355	MRS.Chr	1406920	1407564	-
contig_1356	MRS001356	MRS.Chr	1407895	1408515	-
contig_1357	MRS001357	MRS.Chr	1408668	1409294	+
contig_1358	MRS001358	MRS.Chr	1409356	1410210	-
contig_1359	MRS001359	MRS.Chr	1410328	1411332	-
contig_1360	MRS001360	MRS.Chr	1411416	1411850	-
contig_1361	MRS001361	MRS.Chr	1411961	1412305	+
contig_1362	MRS001362	MRS.Chr	1412459	1413304	-
contig_1363	MRS001363	MRS.Chr	1413432	1413800	-
contig_1364	MRS001364	MRS.Chr	1413788	1414174	-
contig_1365	MRS001365	MRS.Chr	1414188	1414961	-
contig_1366	MRS001366	MRS.Chr	1414968	1415855	-
contig_1367	MRS001367	MRS.Chr	1415863	1416852	-
contig_1368	MRS001368	MRS.Chr	1417171	1418127	-
contig_1369	MRS001369	MRS.Chr	1418160	1420331	-
contig_1370	MRS001370	MRS.Chr	1420417	1420605	-
contig_1371	MRS001371	MRS.Chr	1420911	1421357	+
contig_1372	MRS001372	MRS.Chr	1421381	1422034	+
contig_1373	MRS001373	MRS.Chr	1422031	1422309	+
contig_1374	MRS001374	MRS.Chr	1422406	1423044	-
contig_1375	MRS001375	MRS.Chr	1423499	1423840	-
contig_1376	MRS001376	MRS.Chr	1423864	1424559	-
contig_1377	MRS001377	MRS.Chr	1424591	1424884	-
contig_1378	MRS001378	MRS.Chr	1424897	1425460	-
contig_1379	MRS001379	MRS.Chr	1425483	1425692	-
contig_1380	MRS001380	MRS.Chr	1425710	1426081	-
contig_1381	MRS001381	MRS.Chr	1426196	1426318	+
contig_1382	MRS001382	MRS.Chr	1426413	1427555	-
contig_1383	MRS001383	MRS.Chr	1427558	1428121	-
contig_1384	MRS001384	MRS.Chr	1428236	1429996	-
contig_1385	MRS001385	MRS.Chr	1429989	1431722	-
contig_1386	MRS001386	MRS.Chr	1431830	1432843	-
contig_1387	MRS001387	MRS.Chr	1432847	1434319	-
contig_1388	MRS001388	MRS.Chr	1434592	1435524	+
contig_1389	MRS001389	MRS.Chr	1435588	1436439	-
contig_1390	MRS001390	MRS.Chr	1437279	1437653	+
contig_1391	MRS001391	MRS.Chr	1439188	1439517	-
contig_1392	MRS001392	MRS.Chr	1440137	1440379	-
contig_1393	MRS001393	MRS.Chr	1442873	1443022	-
contig_1394	MRS001394	MRS.Chr	1443019	1443252	-
contig_1395	MRS001395	MRS.Chr	1443911	1443994	+
contig_1396	MRS001396	MRS.Chr	1444086	1444415	-
contig_1397	MRS001397	MRS.Chr	1444499	1444897	-
contig_1398	MRS001398	MRS.Chr	1444962	1445546	-
contig_1399	MRS001399	MRS.Chr	1445743	1446345	+
contig_1400	MRS001400	MRS.Chr	1446407	1446610	-
contig_1401	MRS001401	MRS.Chr	1446607	1447224	-
contig_1402	MRS001402	MRS.Chr	1447299	1448990	-
contig_1403	MRS001403	MRS.Chr	1449017	1449460	-
contig_1404	MRS001404	MRS.Chr	1449447	1450295	-
contig_1405	MRS001405	MRS.Chr	1450286	1451164	-
contig_1406	MRS001406	MRS.Chr	1451168	1451386	-
contig_1407	MRS001407	MRS.Chr	1451388	1452650	-
contig_1408	MRS001408	MRS.Chr	1452635	1453546	-
contig_1409	MRS001409	MRS.Chr	1453703	1454248	-
contig_1410	MRS001410	MRS.Chr	1454347	1454841	-
contig_1411	MRS001411	MRS.Chr	1455154	1455882	-
contig_1412	MRS001412	MRS.Chr	1456088	1458136	-
contig_1413	MRS001413	MRS.Chr	1458398	1458859	-
contig_1414	MRS001414	MRS.Chr	1458888	1460930	-
contig_1415	MRS001415	MRS.Chr	1460931	1463567	-
contig_1416	MRS001416	MRS.Chr	1463663	1464208	-
contig_1417	MRS001417	MRS.Chr	1464225	1465406	-
contig_1418	MRS001418	MRS.Chr	1465423	1466169	-
contig_1419	MRS001419	MRS.Chr	1466169	1466540	-
contig_1420	MRS001420	MRS.Chr	1466544	1467140	-
contig_1421	MRS001421	MRS.Chr	1467130	1467768	-
contig_1422	MRS001422	MRS.Chr	1467793	1468107	-
contig_1423	MRS001423	MRS.Chr	1468109	1469251	-
contig_1424	MRS001424	MRS.Chr	1469244	1469771	-
contig_1425	MRS001425	MRS.Chr	1469978	1471126	-
contig_1426	MRS001426	MRS.Chr	1471206	1472189	-
contig_1427	MRS001427	MRS.Chr	1472321	1474156	-
contig_1428	MRS001428	MRS.Chr	1474473	1476095	-
contig_1429	MRS001429	MRS.Chr	1476128	1476403	-
contig_1430	MRS001430	MRS.Chr	1476612	1478564	-
contig_1431	MRS001431	MRS.Chr	1478669	1479988	-
contig_1432	MRS001432	MRS.Chr	1480153	1482819	-
contig_1433	MRS001433	MRS.Chr	1483189	1483806	-
contig_1434	MRS001434	MRS.Chr	1483937	1484593	+
contig_1435	MRS001435	MRS.Chr	1484703	1485416	-
contig_1436	MRS001436	MRS.Chr	1485549	1486385	-
contig_1437	MRS001437	MRS.Chr	1486568	1487062	-
contig_1438	MRS001438	MRS.Chr	1487154	1487429	-
contig_1439	MRS001439	MRS.Chr	1487801	1489117	-
contig_1440	MRS001440	MRS.Chr	1489122	1489565	-
contig_1441	MRS001441	MRS.Chr	1489810	1490790	-
contig_1442	MRS001442	MRS.Chr	1491038	1491247	-
contig_1443	MRS001443	MRS.Chr	1491244	1492815	-
contig_1444	MRS001444	MRS.Chr	1493012	1493566	-
contig_1445	MRS001445	MRS.Chr	1493647	1494453	-
contig_1446	MRS001446	MRS.Chr	1494533	1495207	-
contig_1447	MRS001447	MRS.Chr	1495257	1496015	-
contig_1448	MRS001448	MRS.Chr	1496031	1496849	-
contig_1449	MRS001449	MRS.Chr	1496868	1497761	-
contig_1450	MRS001450	MRS.Chr	1497763	1498680	-
contig_1451	MRS001451	MRS.Chr	1498693	1499565	-
contig_1452	MRS001452	MRS.Chr	1499666	1500841	-
contig_1453	MRS001453	MRS.Chr	1501050	1501829	-
contig_1454	MRS001454	MRS.Chr	1501831	1502502	-
contig_1455	MRS001455	MRS.Chr	1502520	1503926	-
contig_1456	MRS001456	MRS.Chr	1503901	1504521	-
contig_1457	MRS001457	MRS.Chr	1504537	1504989	-
contig_1458	MRS001458	MRS.Chr	1504993	1506078	-
contig_1459	MRS001459	MRS.Chr	1506130	1507236	-
contig_1460	MRS001460	MRS.Chr	1507267	1508070	-
contig_1461	MRS001461	MRS.Chr	1508067	1509746	-
contig_1462	MRS001462	MRS.Chr	1509739	1510920	-
contig_1463	MRS001463	MRS.Chr	1511125	1512315	-
contig_1464	MRS001464	MRS.Chr	1512459	1512788	-
contig_1465	MRS001465	MRS.Chr	1512874	1513536	-
contig_1466	MRS001466	MRS.Chr	1513557	1515026	-
contig_1467	MRS001467	MRS.Chr	1515193	1515504	-
contig_1468	MRS001468	MRS.Chr	1515530	1515832	-
contig_1469	MRS001469	MRS.Chr	1516584	1517138	+
contig_1470	MRS001470	MRS.Chr	1517791	1518549	-
contig_1471	MRS001471	MRS.Chr	1518618	1519403	-
contig_1472	MRS001472	MRS.Chr	1519510	1520613	-
contig_1473	MRS001473	MRS.Chr	1520624	1520920	-
contig_1474	MRS001474	MRS.Chr	1520937	1521170	-
contig_1475	MRS001475	MRS.Chr	1521183	1521452	-
contig_1476	MRS001476	MRS.Chr	1521455	1521850	-
contig_1477	MRS001477	MRS.Chr	1521863	1522168	-
contig_1478	MRS001478	MRS.Chr	1522187	1526641	-
contig_1479	MRS001479	MRS.Chr	1526638	1527363	-
contig_1480	MRS001480	MRS.Chr	1527367	1530714	-
contig_1481	MRS001481	MRS.Chr	1530764	1530886	-
contig_1482	MRS001482	MRS.Chr	1530970	1531332	-
contig_1483	MRS001483	MRS.Chr	1531380	1531961	-
contig_1484	MRS001484	MRS.Chr	1531963	1532295	-
contig_1485	MRS001485	MRS.Chr	1532292	1532648	-
contig_1486	MRS001486	MRS.Chr	1532635	1532943	-
contig_1487	MRS001487	MRS.Chr	1532933	1533247	-
contig_1488	MRS001488	MRS.Chr	1533288	1533470	-
contig_1489	MRS001489	MRS.Chr	1533433	1534638	-
contig_1490	MRS001490	MRS.Chr	1534650	1535120	-
contig_1491	MRS001491	MRS.Chr	1535179	1536336	-
contig_1492	MRS001492	MRS.Chr	1536333	1536512	-
