CLOSPO_RS12580	contig1_1
CLOSPO_RS01600	contig2_294
CLOSPO_RS01605	contig2_295
CLOSPO_RS01610	contig2_296
CLOSPO_RS01615	contig2_297
CLOSPO_RS01620	contig2_298
CLOSPO_RS01625	contig2_299
CLOSPO_RS01630	contig2_300
CLOSPO_RS01635	contig2_301
CLOSPO_RS01640	contig2_302
CLOSPO_RS01645	contig2_303
CLOSPO_RS01650	contig2_304
CLOSPO_RS01655	contig2_305
CLOSPO_RS01660	contig2_306
CLOSPO_RS01665	contig2_307
CLOSPO_RS01670	contig2_308
CLOSPO_RS01675	contig2_309
CLOSPO_RS01680	contig2_310
CLOSPO_RS01795	contig2_311
CLOSPO_RS01800	contig2_312
CLOSPO_RS01805	contig2_313
CLOSPO_RS01810	contig2_314
CLOSPO_RS01815	contig2_315
CLOSPO_RS01830	contig2_316
CLOSPO_RS01835	contig2_317
CLOSPO_RS01845	contig2_318
CLOSPO_RS01850	contig2_319
CLOSPO_RS01855	contig2_320
CLOSPO_RS01860	contig2_321
CLOSPO_RS01865	contig2_322
CLOSPO_RS01870	contig2_323
CLOSPO_RS01875	contig2_324
CLOSPO_RS01880	contig2_325
CLOSPO_RS01885	contig2_326
CLOSPO_RS01890	contig2_327
CLOSPO_RS01895	contig2_328
CLOSPO_RS01900	contig2_329
CLOSPO_RS01905	contig2_330
CLOSPO_RS01910	contig2_331
CLOSPO_RS01915	contig2_332
CLOSPO_RS01920	contig2_333
CLOSPO_RS01925	contig2_334
CLOSPO_RS01930	contig2_335
CLOSPO_RS01935	contig2_336
CLOSPO_RS01940	contig2_337
CLOSPO_RS01945	contig2_338
CLOSPO_RS01950	contig2_339
CLOSPO_RS01955	contig2_340
CLOSPO_RS01960	contig2_341
CLOSPO_RS01965	contig2_342
CLOSPO_RS01970	contig2_343
CLOSPO_RS01975	contig2_344
CLOSPO_RS01980	contig2_345
CLOSPO_RS01985	contig2_346
CLOSPO_RS01990	contig2_347
CLOSPO_RS01995	contig2_348
CLOSPO_RS02000	contig2_349
CLOSPO_RS02005	contig2_350
CLOSPO_RS02010	contig2_351
CLOSPO_RS02015	contig2_352
CLOSPO_RS02020	contig2_353
CLOSPO_RS02025	contig2_354
CLOSPO_RS02030	contig2_355
CLOSPO_RS02035	contig2_356
CLOSPO_RS02040	contig2_357
CLOSPO_RS02045	contig2_358
CLOSPO_RS02050	contig2_359
CLOSPO_RS02055	contig2_360
CLOSPO_RS02060	contig2_361
CLOSPO_RS02065	contig2_362
CLOSPO_RS02070	contig2_363
CLOSPO_RS02075	contig2_364
CLOSPO_RS02080	contig2_365
CLOSPO_RS02085	contig2_366
CLOSPO_RS02090	contig2_367
CLOSPO_RS02095	contig2_368
CLOSPO_RS02100	contig2_369
CLOSPO_RS02105	contig2_370
CLOSPO_RS02110	contig2_371
CLOSPO_RS02115	contig2_372
CLOSPO_RS02120	contig2_373
CLOSPO_RS02125	contig2_374
CLOSPO_RS02130	contig2_375
CLOSPO_RS02135	contig2_376
CLOSPO_RS02140	contig2_377
CLOSPO_RS02145	contig2_378
CLOSPO_RS02150	contig2_379
CLOSPO_RS02155	contig2_380
CLOSPO_RS02160	contig2_381
CLOSPO_RS02165	contig2_382
CLOSPO_RS02170	contig2_383
CLOSPO_RS02175	contig2_384
CLOSPO_RS02180	contig2_385
CLOSPO_RS02185	contig2_386
CLOSPO_RS02190	contig2_387
CLOSPO_RS02195	contig2_388
CLOSPO_RS02200	contig2_389
CLOSPO_RS02205	contig2_390
CLOSPO_RS02210	contig2_391
CLOSPO_RS02215	contig2_392
CLOSPO_RS02220	contig2_393
CLOSPO_RS02225	contig2_394
CLOSPO_RS02230	contig2_395
CLOSPO_RS02235	contig2_396
CLOSPO_RS02240	contig2_397
CLOSPO_RS02245	contig2_398
CLOSPO_RS02250	contig2_399
CLOSPO_RS02255	contig2_400
CLOSPO_RS02260	contig2_401
CLOSPO_RS02265	contig2_402
CLOSPO_RS02270	contig2_403
CLOSPO_RS02275	contig2_404
CLOSPO_RS02280	contig2_405
CLOSPO_RS02285	contig2_406
CLOSPO_RS02290	contig2_407
CLOSPO_RS02295	contig2_408
CLOSPO_RS02300	contig2_409
CLOSPO_RS02305	contig2_410
CLOSPO_RS02310	contig2_411
CLOSPO_RS02315	contig2_412
CLOSPO_RS02320	contig2_413
CLOSPO_RS02325	contig2_414
CLOSPO_RS02330	contig2_415
CLOSPO_RS02335	contig2_416
CLOSPO_RS02340	contig2_417
CLOSPO_RS02345	contig2_418
CLOSPO_RS02350	contig2_419
CLOSPO_RS02355	contig2_420
CLOSPO_RS02385	contig2_421
CLOSPO_RS02390	contig2_422
CLOSPO_RS02395	contig2_423
CLOSPO_RS02400	contig2_424
CLOSPO_RS02405	contig2_425
CLOSPO_RS02410	contig2_426
CLOSPO_RS02415	contig2_427
CLOSPO_RS02420	contig2_428
CLOSPO_RS02425	contig2_429
CLOSPO_RS02430	contig2_430
CLOSPO_RS02435	contig2_431
CLOSPO_RS02440	contig2_432
CLOSPO_RS02445	contig2_433
CLOSPO_RS02450	contig2_434
CLOSPO_RS20055	contig2_435
CLOSPO_RS20060	contig2_436
CLOSPO_RS02460	contig2_437
CLOSPO_RS02465	contig2_438
CLOSPO_RS02470	contig2_439
CLOSPO_RS02475	contig2_440
CLOSPO_RS02480	contig2_441
CLOSPO_RS02485	contig2_442
CLOSPO_RS02490	contig2_443
CLOSPO_RS02495	contig2_444
CLOSPO_RS02500	contig2_445
CLOSPO_RS02505	contig2_446
CLOSPO_RS02510	contig2_447
CLOSPO_RS02515	contig2_448
CLOSPO_RS02520	contig2_449
CLOSPO_RS02525	contig2_450
CLOSPO_RS02530	contig2_451
CLOSPO_RS02535	contig2_452
CLOSPO_RS02540	contig2_453
CLOSPO_RS02545	contig2_454
CLOSPO_RS02550	contig2_455
CLOSPO_RS02555	contig2_456
CLOSPO_RS02560	contig2_457
CLOSPO_RS02565	contig2_458
CLOSPO_RS02570	contig2_459
CLOSPO_RS02575	contig2_460
CLOSPO_RS02580	contig2_461
CLOSPO_RS02585	contig2_462
CLOSPO_RS02590	contig2_463
CLOSPO_RS19895	contig2_464
CLOSPO_RS02600	contig2_465
CLOSPO_RS02605	contig2_466
CLOSPO_RS02610	contig2_467
CLOSPO_RS02615	contig2_468
CLOSPO_RS02620	contig2_469
CLOSPO_RS02625	contig2_470
CLOSPO_RS02630	contig2_471
CLOSPO_RS02635	contig2_472
CLOSPO_RS02640	contig2_473
CLOSPO_RS02645	contig2_474
CLOSPO_RS02650	contig2_475
CLOSPO_RS02655	contig2_476
CLOSPO_RS02660	contig2_477
CLOSPO_RS02665	contig2_478
CLOSPO_RS02670	contig2_479
CLOSPO_RS02675	contig2_480
CLOSPO_RS02680	contig2_481
CLOSPO_RS02685	contig2_482
CLOSPO_RS02690	contig2_483
CLOSPO_RS02695	contig2_484
CLOSPO_RS02700	contig2_485
CLOSPO_RS02705	contig2_486
CLOSPO_RS02710	contig2_487
CLOSPO_RS02715	contig2_488
CLOSPO_RS02720	contig2_489
CLOSPO_RS02725	contig2_490
CLOSPO_RS02730	contig2_491
CLOSPO_RS02735	contig2_492
CLOSPO_RS02740	contig2_493
CLOSPO_RS02745	contig2_494
CLOSPO_RS02750	contig2_495
CLOSPO_RS02755	contig2_496
CLOSPO_RS02760	contig2_497
CLOSPO_RS02765	contig2_498
CLOSPO_RS02770	contig2_499
CLOSPO_RS19115	contig2_500
CLOSPO_RS19900	contig2_501
CLOSPO_RS02790	contig2_502
CLOSPO_RS02795	contig2_503
CLOSPO_RS02800	contig2_504
CLOSPO_RS02805	contig2_505
CLOSPO_RS02810	contig2_506
CLOSPO_RS02815	contig2_507
CLOSPO_RS02820	contig2_508
CLOSPO_RS02825	contig2_509
CLOSPO_RS02830	contig2_510
CLOSPO_RS02835	contig2_511
CLOSPO_RS02840	contig2_512
CLOSPO_RS02845	contig2_513
CLOSPO_RS02850	contig2_514
CLOSPO_RS02855	contig2_515
CLOSPO_RS02860	contig2_516
CLOSPO_RS02865	contig2_517
CLOSPO_RS02870	contig2_518
CLOSPO_RS19905	contig2_519
CLOSPO_RS19910	contig2_520
CLOSPO_RS02880	contig2_521
CLOSPO_RS02885	contig2_522
CLOSPO_RS02890	contig2_523
CLOSPO_RS02895	contig2_524
CLOSPO_RS02900	contig2_525
CLOSPO_RS02905	contig2_526
CLOSPO_RS02910	contig2_527
CLOSPO_RS02915	contig2_528
CLOSPO_RS02925	contig2_529
CLOSPO_RS02930	contig2_530
CLOSPO_RS02935	contig2_531
CLOSPO_RS02940	contig2_532
CLOSPO_RS02945	contig2_533
CLOSPO_RS02950	contig2_534
CLOSPO_RS02955	contig2_535
CLOSPO_RS02960	contig2_536
CLOSPO_RS02965	contig2_537
CLOSPO_RS02970	contig2_538
CLOSPO_RS02975	contig2_539
CLOSPO_RS02980	contig2_540
CLOSPO_RS02985	contig2_541
CLOSPO_RS02990	contig2_542
CLOSPO_RS02995	contig2_543
CLOSPO_RS03000	contig2_544
CLOSPO_RS03005	contig2_545
CLOSPO_RS03010	contig2_546
CLOSPO_RS03015	contig2_547
CLOSPO_RS03020	contig2_548
CLOSPO_RS19120	contig2_549
CLOSPO_RS03025	contig2_550
CLOSPO_RS03030	contig2_551
CLOSPO_RS03040	contig2_552
CLOSPO_RS03045	contig2_553
CLOSPO_RS03050	contig2_554
CLOSPO_RS03055	contig2_555
CLOSPO_RS03060	contig2_556
CLOSPO_RS03065	contig2_557
CLOSPO_RS03070	contig2_558
CLOSPO_RS03075	contig2_559
CLOSPO_RS03080	contig2_560
CLOSPO_RS03085	contig2_561
CLOSPO_RS03090	contig2_562
CLOSPO_RS03095	contig2_563
CLOSPO_RS03100	contig2_564
CLOSPO_RS03105	contig2_565
CLOSPO_RS03110	contig2_566
CLOSPO_RS03115	contig2_567
CLOSPO_RS03120	contig2_568
CLOSPO_RS03125	contig2_569
CLOSPO_RS03130	contig2_570
CLOSPO_RS03135	contig2_571
CLOSPO_RS03140	contig2_572
CLOSPO_RS03145	contig2_573
CLOSPO_RS03150	contig2_574
CLOSPO_RS03155	contig2_575
CLOSPO_RS03160	contig2_576
CLOSPO_RS03165	contig2_577
CLOSPO_RS03170	contig2_578
CLOSPO_RS03175	contig2_579
CLOSPO_RS03180	contig2_580
CLOSPO_RS03185	contig2_581
CLOSPO_RS03190	contig2_582
CLOSPO_RS03195	contig2_583
CLOSPO_RS03200	contig2_584
CLOSPO_RS20310	contig2_585
CLOSPO_RS03210	contig2_586
CLOSPO_RS03220	contig2_587
CLOSPO_RS03225	contig2_588
CLOSPO_RS03235	contig2_589
CLOSPO_RS03240	contig2_590
CLOSPO_RS03245	contig2_591
CLOSPO_RS03250	contig2_592
CLOSPO_RS03255	contig2_593
CLOSPO_RS03260	contig2_594
CLOSPO_RS03265	contig2_595
CLOSPO_RS03270	contig2_596
CLOSPO_RS03275	contig2_597
CLOSPO_RS03280	contig2_598
CLOSPO_RS03285	contig2_599
CLOSPO_RS03290	contig2_600
CLOSPO_RS03295	contig2_601
CLOSPO_RS03300	contig2_602
CLOSPO_RS03305	contig2_603
CLOSPO_RS03310	contig2_604
CLOSPO_RS03315	contig2_605
CLOSPO_RS03320	contig2_606
CLOSPO_RS03325	contig2_607
CLOSPO_RS03330	contig2_608
CLOSPO_RS03335	contig2_609
CLOSPO_RS03340	contig2_610
CLOSPO_RS03345	contig2_611
CLOSPO_RS03350	contig2_612
CLOSPO_RS03355	contig2_613
CLOSPO_RS03360	contig2_614
CLOSPO_RS19015	contig2_615
CLOSPO_RS19130	contig2_616
CLOSPO_RS03375	contig2_617
CLOSPO_RS03380	contig2_618
CLOSPO_RS03385	contig2_619
CLOSPO_RS03390	contig2_620
CLOSPO_RS03395	contig2_621
CLOSPO_RS03400	contig2_622
CLOSPO_RS03405	contig2_623
CLOSPO_RS03410	contig2_624
CLOSPO_RS03425	contig2_625
CLOSPO_RS03430	contig2_626
CLOSPO_RS03435	contig2_627
CLOSPO_RS03440	contig2_628
CLOSPO_RS03445	contig2_629
CLOSPO_RS03450	contig2_630
CLOSPO_RS03455	contig2_631
CLOSPO_RS03460	contig2_632
CLOSPO_RS03465	contig2_633
CLOSPO_RS03470	contig2_634
CLOSPO_RS03475	contig2_635
CLOSPO_RS03480	contig2_636
CLOSPO_RS03485	contig2_637
CLOSPO_RS03490	contig2_638
CLOSPO_RS03495	contig2_639
CLOSPO_RS03500	contig2_640
CLOSPO_RS03505	contig2_641
CLOSPO_RS03510	contig2_642
CLOSPO_RS03515	contig2_643
CLOSPO_RS03520	contig2_644
CLOSPO_RS03525	contig2_645
CLOSPO_RS03530	contig2_646
CLOSPO_RS03535	contig2_647
CLOSPO_RS03540	contig2_648
CLOSPO_RS03545	contig2_649
CLOSPO_RS03550	contig2_650
CLOSPO_RS03555	contig2_651
CLOSPO_RS03560	contig2_652
CLOSPO_RS03565	contig2_653
CLOSPO_RS03570	contig2_654
CLOSPO_RS03575	contig2_655
CLOSPO_RS20415	contig2_656
CLOSPO_RS03580	contig2_657
CLOSPO_RS03585	contig2_658
CLOSPO_RS03590	contig2_659
CLOSPO_RS03595	contig2_660
CLOSPO_RS03605	contig2_661
CLOSPO_RS03610	contig2_662
CLOSPO_RS03615	contig2_663
CLOSPO_RS03620	contig2_664
CLOSPO_RS03625	contig2_665
CLOSPO_RS03630	contig2_666
CLOSPO_RS03635	contig2_667
CLOSPO_RS03640	contig2_668
CLOSPO_RS03645	contig2_669
CLOSPO_RS03650	contig2_670
CLOSPO_RS03655	contig2_671
CLOSPO_RS03660	contig2_672
CLOSPO_RS03665	contig2_673
CLOSPO_RS03670	contig2_674
CLOSPO_RS03675	contig2_675
CLOSPO_RS03680	contig2_676
CLOSPO_RS03685	contig2_677
CLOSPO_RS03690	contig2_678
CLOSPO_RS03695	contig2_679
CLOSPO_RS03700	contig2_680
CLOSPO_RS03705	contig2_681
CLOSPO_RS03710	contig2_682
CLOSPO_RS03715	contig2_683
CLOSPO_RS03720	contig2_684
CLOSPO_RS03725	contig2_685
CLOSPO_RS03730	contig2_686
CLOSPO_RS03735	contig2_687
CLOSPO_RS03740	contig2_688
CLOSPO_RS03745	contig2_689
CLOSPO_RS03750	contig2_690
CLOSPO_RS03755	contig2_691
CLOSPO_RS03760	contig2_692
CLOSPO_RS03765	contig2_693
CLOSPO_RS03770	contig2_694
CLOSPO_RS03775	contig2_695
CLOSPO_RS03780	contig2_696
CLOSPO_RS03785	contig2_697
CLOSPO_RS03790	contig2_698
CLOSPO_RS03795	contig2_699
CLOSPO_RS03800	contig2_700
CLOSPO_RS03805	contig2_701
CLOSPO_RS03810	contig2_702
CLOSPO_RS03815	contig2_703
CLOSPO_RS03820	contig2_704
CLOSPO_RS03825	contig2_705
CLOSPO_RS03830	contig2_706
CLOSPO_RS03835	contig2_707
CLOSPO_RS03840	contig2_708
CLOSPO_RS03845	contig2_709
CLOSPO_RS03850	contig2_710
CLOSPO_RS03855	contig2_711
CLOSPO_RS03860	contig2_712
CLOSPO_RS03865	contig2_713
CLOSPO_RS03870	contig2_714
CLOSPO_RS03875	contig2_715
CLOSPO_RS03880	contig2_716
CLOSPO_RS03885	contig2_717
CLOSPO_RS03890	contig2_718
CLOSPO_RS03895	contig2_719
CLOSPO_RS03900	contig2_720
CLOSPO_RS03905	contig2_721
CLOSPO_RS03915	contig2_722
CLOSPO_RS03920	contig2_723
CLOSPO_RS03925	contig2_724
CLOSPO_RS03930	contig2_725
CLOSPO_RS03935	contig2_726
CLOSPO_RS03940	contig2_727
CLOSPO_RS03945	contig2_728
CLOSPO_RS03950	contig2_729
CLOSPO_RS03955	contig2_730
CLOSPO_RS03960	contig2_731
CLOSPO_RS03965	contig2_732
CLOSPO_RS03970	contig2_733
CLOSPO_RS03975	contig2_734
CLOSPO_RS03980	contig2_735
CLOSPO_RS03985	contig2_736
CLOSPO_RS03990	contig2_737
CLOSPO_RS03995	contig2_738
CLOSPO_RS04000	contig2_739
CLOSPO_RS04005	contig2_740
CLOSPO_RS04010	contig2_741
CLOSPO_RS04015	contig2_742
CLOSPO_RS04020	contig2_743
CLOSPO_RS04025	contig2_744
CLOSPO_RS04030	contig2_745
CLOSPO_RS04035	contig2_746
CLOSPO_RS04040	contig2_747
CLOSPO_RS04045	contig2_748
CLOSPO_RS04050	contig2_749
CLOSPO_RS04055	contig2_750
CLOSPO_RS04060	contig2_751
CLOSPO_RS04070	contig2_752
CLOSPO_RS04075	contig2_753
CLOSPO_RS04080	contig2_754
CLOSPO_RS04085	contig2_755
CLOSPO_RS04090	contig2_756
CLOSPO_RS04095	contig2_757
CLOSPO_RS04100	contig2_758
CLOSPO_RS04105	contig2_759
CLOSPO_RS04110	contig2_760
CLOSPO_RS04115	contig2_761
CLOSPO_RS04120	contig2_762
CLOSPO_RS04125	contig2_763
CLOSPO_RS04130	contig2_764
CLOSPO_RS04135	contig2_765
CLOSPO_RS04140	contig2_766
CLOSPO_RS04145	contig2_767
CLOSPO_RS04150	contig2_768
CLOSPO_RS04155	contig2_769
CLOSPO_RS04160	contig2_770
CLOSPO_RS04165	contig2_771
CLOSPO_RS04170	contig2_772
CLOSPO_RS04175	contig2_773
CLOSPO_RS04180	contig2_774
CLOSPO_RS04185	contig2_775
CLOSPO_RS04190	contig2_776
CLOSPO_RS04195	contig2_777
CLOSPO_RS04200	contig2_778
CLOSPO_RS04205	contig2_779
CLOSPO_RS04210	contig2_780
CLOSPO_RS04215	contig2_781
CLOSPO_RS19170	contig2_782
CLOSPO_RS04225	contig2_783
CLOSPO_RS04230	contig2_784
CLOSPO_RS04235	contig2_785
CLOSPO_RS04240	contig2_786
CLOSPO_RS04245	contig2_787
CLOSPO_RS04250	contig2_788
CLOSPO_RS04255	contig2_789
CLOSPO_RS19175	contig2_790
CLOSPO_RS04265	contig2_791
CLOSPO_RS04270	contig2_792
CLOSPO_RS04275	contig2_793
CLOSPO_RS04280	contig2_794
CLOSPO_RS04285	contig2_795
CLOSPO_RS04290	contig2_796
CLOSPO_RS04295	contig2_797
CLOSPO_RS04300	contig2_798
CLOSPO_RS04305	contig2_799
CLOSPO_RS04310	contig2_800
CLOSPO_RS19915	contig2_801
CLOSPO_RS04320	contig2_802
CLOSPO_RS04325	contig2_803
CLOSPO_RS04330	contig2_804
CLOSPO_RS04335	contig2_805
CLOSPO_RS04340	contig2_806
CLOSPO_RS04345	contig2_807
CLOSPO_RS04350	contig2_808
CLOSPO_RS04355	contig2_809
CLOSPO_RS04360	contig2_810
CLOSPO_RS04365	contig2_811
CLOSPO_RS04370	contig2_812
CLOSPO_RS04375	contig2_813
CLOSPO_RS04380	contig2_814
CLOSPO_RS04385	contig2_815
CLOSPO_RS04390	contig2_816
CLOSPO_RS04395	contig2_817
CLOSPO_RS04400	contig2_818
CLOSPO_RS04405	contig2_819
CLOSPO_RS04410	contig2_820
CLOSPO_RS04415	contig2_821
CLOSPO_RS04420	contig2_822
CLOSPO_RS04425	contig2_823
CLOSPO_RS04430	contig2_824
CLOSPO_RS04435	contig2_825
CLOSPO_RS04440	contig2_826
CLOSPO_RS04445	contig2_827
CLOSPO_RS04450	contig2_828
CLOSPO_RS04455	contig2_829
CLOSPO_RS04460	contig2_830
CLOSPO_RS04465	contig2_831
CLOSPO_RS04470	contig2_832
CLOSPO_RS04475	contig2_833
CLOSPO_RS04480	contig2_834
CLOSPO_RS04485	contig2_835
CLOSPO_RS04490	contig2_836
CLOSPO_RS04495	contig2_837
CLOSPO_RS04500	contig2_838
CLOSPO_RS20065	contig2_839
CLOSPO_RS20070	contig2_840
CLOSPO_RS20075	contig2_841
CLOSPO_RS20080	contig2_842
CLOSPO_RS20420	contig2_843
CLOSPO_RS04515	contig2_844
CLOSPO_RS04520	contig2_845
CLOSPO_RS04525	contig2_846
CLOSPO_RS04530	contig2_847
CLOSPO_RS04535	contig2_848
CLOSPO_RS04540	contig2_849
CLOSPO_RS04545	contig2_850
CLOSPO_RS04550	contig2_851
CLOSPO_RS04555	contig2_852
CLOSPO_RS04560	contig2_853
CLOSPO_RS04565	contig2_854
CLOSPO_RS04570	contig2_855
CLOSPO_RS04575	contig2_856
CLOSPO_RS04580	contig2_857
CLOSPO_RS04585	contig2_858
CLOSPO_RS04590	contig2_859
CLOSPO_RS20320	contig2_860
CLOSPO_RS04595	contig2_861
CLOSPO_RS04600	contig2_862
CLOSPO_RS04605	contig2_863
CLOSPO_RS04610	contig2_864
CLOSPO_RS04615	contig2_865
CLOSPO_RS04620	contig2_866
CLOSPO_RS04625	contig2_867
CLOSPO_RS04630	contig2_868
CLOSPO_RS04635	contig2_869
CLOSPO_RS04640	contig2_870
CLOSPO_RS04645	contig2_871
CLOSPO_RS04650	contig2_872
CLOSPO_RS04655	contig2_873
CLOSPO_RS04660	contig2_874
CLOSPO_RS04665	contig2_875
CLOSPO_RS04670	contig2_876
CLOSPO_RS04675	contig2_877
CLOSPO_RS04680	contig2_878
CLOSPO_RS04685	contig2_879
CLOSPO_RS04695	contig2_880
CLOSPO_RS04700	contig2_881
CLOSPO_RS04705	contig2_882
CLOSPO_RS04710	contig2_883
CLOSPO_RS04715	contig2_884
CLOSPO_RS04720	contig2_885
CLOSPO_RS04725	contig2_886
CLOSPO_RS04730	contig2_887
CLOSPO_RS04735	contig2_888
CLOSPO_RS04740	contig2_889
CLOSPO_RS04745	contig2_890
CLOSPO_RS04750	contig2_891
CLOSPO_RS04755	contig2_892
CLOSPO_RS04760	contig2_893
CLOSPO_RS04765	contig2_894
CLOSPO_RS04770	contig2_895
CLOSPO_RS04775	contig2_896
CLOSPO_RS04780	contig2_897
CLOSPO_RS04785	contig2_898
CLOSPO_RS04790	contig2_899
CLOSPO_RS04795	contig2_900
CLOSPO_RS04800	contig2_901
CLOSPO_RS04805	contig2_902
CLOSPO_RS04810	contig2_903
CLOSPO_RS04815	contig2_904
CLOSPO_RS04820	contig2_905
CLOSPO_RS04825	contig2_906
CLOSPO_RS04830	contig2_907
CLOSPO_RS04835	contig2_908
CLOSPO_RS04840	contig2_909
CLOSPO_RS04845	contig2_910
CLOSPO_RS04850	contig2_911
CLOSPO_RS04855	contig2_912
CLOSPO_RS19180	contig2_913
CLOSPO_RS04865	contig2_914
CLOSPO_RS04870	contig2_915
CLOSPO_RS04875	contig2_916
CLOSPO_RS04880	contig2_917
CLOSPO_RS04885	contig2_918
CLOSPO_RS19030	contig2_919
CLOSPO_RS04895	contig2_920
CLOSPO_RS04900	contig2_921
CLOSPO_RS04905	contig2_922
CLOSPO_RS04910	contig2_923
CLOSPO_RS04915	contig2_924
CLOSPO_RS04920	contig2_925
CLOSPO_RS04925	contig2_926
CLOSPO_RS04930	contig2_927
CLOSPO_RS04935	contig2_928
CLOSPO_RS04940	contig2_929
CLOSPO_RS04945	contig2_930
CLOSPO_RS04950	contig2_931
CLOSPO_RS04955	contig2_932
CLOSPO_RS04960	contig2_933
CLOSPO_RS04965	contig2_934
CLOSPO_RS04970	contig2_935
CLOSPO_RS04975	contig2_936
CLOSPO_RS04980	contig2_937
CLOSPO_RS04985	contig2_938
CLOSPO_RS04990	contig2_939
CLOSPO_RS04995	contig2_940
CLOSPO_RS05000	contig2_941
CLOSPO_RS19035	contig2_942
CLOSPO_RS05010	contig2_943
CLOSPO_RS05015	contig2_944
CLOSPO_RS05020	contig2_945
CLOSPO_RS05025	contig2_946
CLOSPO_RS05030	contig2_947
CLOSPO_RS05035	contig2_948
CLOSPO_RS05040	contig2_949
CLOSPO_RS05045	contig2_950
CLOSPO_RS05050	contig2_951
CLOSPO_RS05055	contig2_952
CLOSPO_RS05060	contig2_953
CLOSPO_RS05065	contig2_954
CLOSPO_RS05070	contig2_955
CLOSPO_RS05075	contig2_956
CLOSPO_RS05080	contig2_957
CLOSPO_RS05085	contig2_958
CLOSPO_RS05090	contig2_959
CLOSPO_RS05095	contig2_960
CLOSPO_RS05100	contig2_961
CLOSPO_RS05105	contig2_962
CLOSPO_RS05110	contig2_963
CLOSPO_RS05115	contig2_964
CLOSPO_RS05120	contig2_965
CLOSPO_RS05125	contig2_966
CLOSPO_RS05130	contig2_967
CLOSPO_RS05135	contig2_968
CLOSPO_RS05140	contig2_969
CLOSPO_RS05145	contig2_970
CLOSPO_RS05150	contig2_971
CLOSPO_RS05155	contig2_972
CLOSPO_RS05160	contig2_973
CLOSPO_RS05165	contig2_974
CLOSPO_RS05170	contig2_975
CLOSPO_RS05175	contig2_976
CLOSPO_RS05180	contig2_977
CLOSPO_RS05185	contig2_978
CLOSPO_RS05190	contig2_979
CLOSPO_RS05195	contig2_980
CLOSPO_RS05200	contig2_981
CLOSPO_RS05210	contig2_982
CLOSPO_RS05215	contig2_983
CLOSPO_RS05220	contig2_984
CLOSPO_RS05225	contig2_985
CLOSPO_RS05230	contig2_986
CLOSPO_RS05235	contig2_987
CLOSPO_RS05240	contig2_988
CLOSPO_RS05245	contig2_989
CLOSPO_RS05250	contig2_990
CLOSPO_RS05255	contig2_991
CLOSPO_RS05260	contig2_992
CLOSPO_RS05265	contig2_993
CLOSPO_RS05270	contig2_994
CLOSPO_RS05275	contig2_995
CLOSPO_RS05280	contig2_996
CLOSPO_RS05285	contig2_997
CLOSPO_RS05290	contig2_998
CLOSPO_RS05295	contig2_999
CLOSPO_RS05300	contig2_1000
CLOSPO_RS05305	contig2_1001
CLOSPO_RS05310	contig2_1002
CLOSPO_RS05315	contig2_1003
CLOSPO_RS05320	contig2_1004
CLOSPO_RS05325	contig2_1005
CLOSPO_RS05330	contig2_1006
CLOSPO_RS05335	contig2_1007
CLOSPO_RS05340	contig2_1008
CLOSPO_RS05345	contig2_1009
CLOSPO_RS05350	contig2_1010
CLOSPO_RS05355	contig2_1011
CLOSPO_RS05360	contig2_1012
CLOSPO_RS05365	contig2_1013
CLOSPO_RS05370	contig2_1014
CLOSPO_RS05375	contig2_1015
CLOSPO_RS05380	contig2_1016
CLOSPO_RS05385	contig2_1017
CLOSPO_RS05390	contig2_1018
CLOSPO_RS05395	contig2_1019
CLOSPO_RS05400	contig2_1020
CLOSPO_RS05405	contig2_1021
CLOSPO_RS05410	contig2_1022
CLOSPO_RS05415	contig2_1023
CLOSPO_RS05420	contig2_1024
CLOSPO_RS05425	contig2_1025
CLOSPO_RS05430	contig2_1026
CLOSPO_RS05435	contig2_1027
CLOSPO_RS05440	contig2_1028
CLOSPO_RS05445	contig2_1029
CLOSPO_RS05450	contig2_1030
CLOSPO_RS05455	contig2_1031
CLOSPO_RS05460	contig2_1032
CLOSPO_RS05465	contig2_1033
CLOSPO_RS05470	contig2_1034
CLOSPO_RS05475	contig2_1035
CLOSPO_RS05480	contig2_1036
CLOSPO_RS05485	contig2_1037
CLOSPO_RS05490	contig2_1038
CLOSPO_RS05495	contig2_1039
CLOSPO_RS05500	contig2_1040
CLOSPO_RS05505	contig2_1041
CLOSPO_RS05510	contig2_1042
CLOSPO_RS05515	contig2_1043
CLOSPO_RS05520	contig2_1044
CLOSPO_RS05525	contig2_1045
CLOSPO_RS05530	contig2_1046
CLOSPO_RS05535	contig2_1047
CLOSPO_RS05540	contig2_1048
CLOSPO_RS05545	contig2_1049
CLOSPO_RS05550	contig2_1050
CLOSPO_RS05555	contig2_1051
CLOSPO_RS05560	contig2_1052
CLOSPO_RS05565	contig2_1053
CLOSPO_RS05570	contig2_1054
CLOSPO_RS05575	contig2_1055
CLOSPO_RS05580	contig2_1056
CLOSPO_RS05585	contig2_1057
CLOSPO_RS05590	contig2_1058
CLOSPO_RS05595	contig2_1059
CLOSPO_RS05600	contig2_1060
CLOSPO_RS05605	contig2_1061
CLOSPO_RS05610	contig2_1062
CLOSPO_RS05615	contig2_1063
CLOSPO_RS05620	contig2_1064
CLOSPO_RS05625	contig2_1065
CLOSPO_RS05630	contig2_1066
